category,description
entertainment,"A happy, spirited adventure about World War II? Not all that absurd. In fact, John Sturges's GREAT ESCAPE (1963), about a Nazi stalag, is a highlight of the films on television this week. Portraying Allied prisoners of war, fine actors compete for honors, starting with James Garner and Donald Pleasence (above), Steve McQueen, Richard Attenborough, Charles Bronson and James Coburn. This exciting melodrama, superbly scenic and depicting a true, mass escape plot, cuts from the flight to the pursuers for its tension and suspense. The location filming adds authenticity -- Saturday at Noon on TBS."
entertainment,"''Double Teamed'' is the story of Heather and Heidi Burge, twins who made it to the W.N.B.A. (the Sacramento Monarchs and the Los Angeles Sparks, respectively). The movie (Disney Channel, Friday at 8 p.m.) covers their high school days and their professional success. Perhaps the filmmakers' biggest challenge was finding two tall actresses who had basketball skills and looked enough alike to play twins. Poppi Monroe (near right) and Annie McElwain had it all. Nick Searcy and Mackenzie Phillips (center) play their parents."
entertainment,And thus spake the executive producer to his screenwriter:
entertainment,"TALK about repressed. For 20 years, Jerry Harden has played by the rules of Middle America. He has racked up the requisite beautiful wife, the two snarling teenage children, the nice house in the suburbs, the banking job and the hefty bills that come attached. With his starchy gray pinstripe suit and earnest demeanor, no one would guess his personal life was anything short of a snore -- until one morning a mangy dog of a fellow shows up at the bank dangling a lucrative paycheck. Next thing you know, the quintessential family man is leaving work early, getting home late and demonstrating uncharacteristically erratic behavior."
entertainment,"These days, Eliza Thornberry, Nickelodeon's resident Dr. Dolittle, is talking to a few new animals: the endangered kind. As part of Keep the Wild Alive Week, ''The Wild Thornberrys'' will focus on species struggling for survival. The special episodes (tomorrow through Thursday at 8 p.m.), followed by brief segments on animal facts, are part of Nickelodeon's new partnership with the National Wildlife Federation, to which a portion of proceeds from the show's retail products will be donated."
entertainment,"They may look alike, but that's where the similarities end. Mary-Kate, the tomboy, is an expert equestrian who has won championships riding her own horses; Ashley, the ''girly girl,'' is an accomplished jazz and modern dancer."
entertainment,"Directed by William A. Wellman, with Charles ''Buddy'' Rogers, Richard Arlen and Gary Cooper, WINGS (1927) has two distinct assets as a Hollywood antique. It won the first Best Picture Oscar, in the ballroom ceremony held at the Roosevelt Hotel on Hollywood Boulevard, and the airborne scenes depicting World War I are fine, with a swarm of those marvelous old planes on both sides and some remarkable photography. Otherwise the picture seems rickety. The plot has Rogers and Arlen as two American Army aviator pals in love with the same woman (a fairly subdued Clara Bow). The story does pick up with a twist at the end, but those old planes are what make this picture fly -- Friday at 6 A.M. on American Movie Classics. Howard Thompson"
entertainment,"IT certainly is not what you would expect to see on television: just a few famous faces from the movie business sitting around a dinner table, dishing about the film industry. But that is what the Independent Film Channel (IFC) has decided to serve up in a new series, ''Dinner for Five,'' which is to have its premiere tomorrow night at 8."
entertainment,"WHEN Vivien Leigh walks on screen in ST. MARTIN'S LANE (1940), a k a ''Sidewalks of London,'' and emits a screeching Cockney accent, it's as if Scarlett O'Hara were channeling Eliza Doolittle. This British film was released in England in 1938, a year before ''Gone With the Wind,'' and you can see every one of Scarlett's attitudes and expressions in use. Leigh plays a talented, poor and not entirely honest young dancer taken in by a kindly London busker, or street entertainer (Charles Laughton), who falls in love with her. But so does Rex Harrison, playing a well-dressed, well-connected songwriter who gives her her start on the road to West End stardom. Guess which nice guy is left behind? Tim Whelan directed - Sunday at 9 p.m. and Friday at midnight on CUNY."
health,"Calcium and vitamin D supplements increased the risk of kidney stones but did not prevent broken bones or colorectal cancer in middle-aged and elderly women, according to an extensive study whose results are to be published Thursday."
health," Asmall study of heart disease patients testing a hypothesis so improbable that its principal investigator says he gave it a 1 in 10,000 chance of succeeding has found that just a few treatments with an experimental drug reversed what may be the equivalent of years' worth of plaque in coronary arteries. "
health,"SUMMERTIME is not so easy for people living with certain autoimmune diseases. The sun, heat and even air-conditioning can intensify symptoms and cause problems that linger for months, if not years."
health," As polio cases surge in Nigeria and the virus spreads to other countries, western and central Africa are on the brink of the largest polio epidemic in recent years, officials of the World Health Organization and Unicef said today. "
health," From 1968 to 1997 the life expectancy for people with Down syndrome increased sharply, but white patients had far longer lives than black patients, according to a report by the federal Centers for Disease Control and Prevention in Atlanta. "
health," Warning that misuse of the most promising new malaria drug could create an incurable strain of the disease, the new chief of the World Health Organization's malaria program demanded today that 18 pharmaceutical companies stop selling some forms of the drug. "
health," Anew study finds large differences in how four different vaccination strategies would fight a smallpox terror attack, with the best resulting in 440 deaths and the worst 110,000 deaths. "
health," MELBOURNE, Australia, Oct. 9 — Celina D'Costa, speaking here to scientists and researchers from all over the world, reminds her audience that she has received virtually no treatment during her seven years of infection with H.I.V. — even though drug companies in her homeland, India, now produce the medicines that have vastly prolonged the lives of Western AIDS patients. "
health,"WASHINGTON, Jan. 24 - The free gifts, drugs and classes that pharmaceutical and medical device makers routinely give doctors undermine good medical care, hurt patients and should be banned, a group of influential doctors say in The Journal of the American Medical Association."
health," After more than a decade of debate, the Food and Drug Administration said today that it would require food processors to include the amount of artery-clogging trans fatty acids on the nutrition label. That action could have implications far beyond the labeling of snack foods. "
politics,"The New York Observer has endorsed a candidate in the Republican primary, and that candidate is — surprise! — Donald J. Trump."
politics,Good Monday morning. Here are some of the stories making news in Washington and politics today.
politics,"After a midterm election year in which statewide races were almost entirely wrapped up in national issues — abortion and democracy — the nation’s newly elected governors are showing their ambitions with a mix of virtue-signaling on national issues, currying favor with their political bases and, for some, reaching out to broader constituencies."
politics,"As Representative Mary Peltola, Democrat of Alaska, campaigns for the chance to serve a full term, she met her three opponents on Wednesday night for a debate where they argued about how to utilize the state’s resources and improve bipartisanship."
politics,"WASHINGTON — In October, President Trump declares a state of emergency in major cities in battleground states, like Milwaukee and Detroit, banning polling places from opening."
politics,"After months of mulling an independent run for president, Jim Webb is putting his White House hopes to rest. "
politics,"It was the most unexpected cameo of the White House Correspondents’ Association dinner on Saturday: There, in the video with President Obama, was none other than John A. Boehner, the former House speaker. "
politics,"Delegates to the Democratic National Convention support the party moving forward swiftly to nominate Kamala Harris as their presidential candidate, rather than going through a prolonged and potentially divisive debate, according to interviews conducted by The New York Times."
politics,"NEWTON, Iowa — It was a subdued Donald J. Trump who sat for a town-hall-style event focused on the middle class on Thursday here in a town where a Maytag plant closed eight years ago, throwing 1,900 people out of well-paying jobs with benefits. One former employee of the factory, Herman Couples, said: “I watched the town slowly die.’’"
politics,"An anonymous woman on Tuesday defended her claim that Herschel Walker, the Republican nominee for U.S. Senate in Georgia, pressured her to have an abortion nearly three decades ago after a yearslong extramarital relationship."
sports,"Hakim Laws caught a child dropped from a burning building, and it was captured on video. That should have been enough to make him an internet sensation. "
sports,"At its worst, soccer is the playground of overgrown, overage schoolyard miscreants."
sports,"Jack McKeon’s baseball days begin in a pew. At 8 on Tuesday morning, the Florida Marlins’ manager attended Mass at St. Patrick’s Cathedral, less than 12 hours after his team beat the Mets on a 10th-inning grand slam. Such games are testament to his faith in the saint he prays to every game during the national anthem."
sports,"MELBOURNE, Australia, Jan. 13 — It was another long and eventful off-season for Serena Williams, who made her first visits to Africa and a Florida courtroom."
sports,"When Wes Edens met the lifelong Aston Villa fan who would soon become the head coach to steer Villa where it sits now — one win short of a return to the Premier League — Edens’s new acquaintance extended his hand and said, “Hi, I’m Dean Smith.”"
sports,"HOUSTON — Stephen Curry felt as if he was in the air forever. He was simply trying to make a play on the ball when Trevor Ariza pump-faked underneath the Houston Rockets’ basket. But Curry, the star of the Golden State Warriors, went up and over, sliding off the back of Ariza like an egg on a skillet before tumbling to the court at Toyota Center."
sports,"ORLANDO, Fla.  Bobby Valentine stood on the top step of the Mets’ dugout at Champion Stadium, just as he had done many times before. But this time he was wearing a black track suit instead of a uniform, and he was chatting amiably with Manager Jerry Manuel. "
sports,"It would perhaps be forgivable for anyone glancing at the box score of Kobe Bryant’s final N.B.A. game on Wednesday to assume his point total was a typographical error. Somehow, a 37-year-old player closing out his 20th season, who had not scored more than 38 points in a game since November 2014, dropped 60 points on the Utah Jazz."
sports,"RIO DE JANEIRO — Remember that look in Paris? It was late May and Rafael Nadal was sitting in a news conference with his lips pursed, his eyes full of gloom and his left wrist in a brace as he announced his withdrawal from the French Open, the Grand Slam tournament that he had won a record nine times."
sports,"STORRS, Conn. — Chris Dailey is a woman of routine."
business,"IN the 1990s, there was an ocean of difference between trucks and luxury cars. But that changed when Lincoln introduced the luxurious leather-lined Navigator sport utility vehicle in 1997. Obviously a fancier Ford Expedition, it was immense — and immensely profitable. Cadillac quickly followed with the Escalade."
business,I have a confession to make. I’m a little confused by one of the themes we’re already seeing from the 2010 Consumer Electronics Show: 3-D Televisions.
business,"The mandatory smartphone app that athletes will use to report health and travel data when they are in China for the Olympics next month has serious encryption flaws, according to a new report, raising security questions about the systems that Beijing plans to use to track Covid-19 outbreaks."
business,"Marissa Mayer and LeBron James could end up with the same boss. That is, if she sticks around after her company is sold."
business,"Lehman Brothers was fined $400,000 by NYSE Regulation for submitting inaccurate monthly reports of short positions. "
business,"THE growing interest on Madison Avenue in digital video as an advertising medium is putting a new twist on 1980s-era television, as “Lifestyles of the Rich and Famous” gets remixed online as programming that is rich in lifestyle content or programming that tries to become famous by being funny."
business,Fears that the world’s economies are even weaker than had been thought ricocheted around the globe on Monday as investors from Hong Kong to London to New York bailed out of stocks. 
business,Pulmonary device company Broncus Technologies said it raised $29.5 million in Series F financing to launch its pivotal trials.
business,"Prada, the Italian fashion label making its fourth attempt to go public, isn’t planning to sell shares in an initial offering before the summer, despite having penciled in a June date for its I.P.O."
business,Silicon Valley is in danger of creating its own digital divide.
entertainment,"From a London film studio, with the country brought to its knees by Nazi bombings, came Noel Coward's IN WHICH WE SERVE (1942), a towering human drama about a British destroyer and her crew. The battered sailors watch their torpedoed vessel sink, as they cling to rafts and debris and reminisce about home and family. The nostalgic vignettes center on the captain (Coward, above left), his first mate (Bernard Miles) and a young crewman (John Mills). Coward's portrayal and the ship's plight were reportedly based on his friend Lord Louis Mountbatten and his doomed boat off Crete -- THURSDAY at 10 A.M. and 3 P.M. on HIST. Howard Thompson"
entertainment,"Frank Capra's sunny but soulful comedy MR. DEEDS GOES TO TOWN (1936), about Longfellow Deeds, the tuba-playing poet laureate of Mandrake Falls, Vt., who inherits a fortune and comes to Manhattan, was a huge Depression-hit and an instant classic. Gary Cooper as the naive but noble provincial protagonist proves his mettle, charming a formidable city and a cynical reporter (Jean Arthur) who comes to love him. Mr Capra and his wise scene writer, Robert Riskin, explore human nature with delightful, quirky surprises, and the two stars are entirely pervasive -- TUESDAY at 7 P.M. and MIDNIGHT on AMC. Howard Thompson"
entertainment,YOU have to feel sorry for HBO's latest young heroine. Her preoccuppied and self-centered father is in danger of losing his job. She may have to move out of her home. Her cat disappears. One of her older sisters has it in for her.
entertainment,"Just in time for the school year, PBS is opening the gates to a playground full of bright and curious faces - some familiar, some new, some human and some not even close. Video clips and character information can be found at www.pkskids.org, along with games, artwork and quizzes related to the new season. The shows that follow all have their premieres on Channel 13 this week. - Kathryn Shattuck"
entertainment,"BAD EDUCATION (2004) Thursday/Early Friday at 1:50 a.m. on Cinemax Pedro Almodóvar's most recent work, named best foreign-language film by the New York Film Critics Circle, is highly satisfying film noir with a kick. Gael García Bernal (above), the handsome heartthrob from ""Motorcycle Diaries"" and ""Y Tu Mamá También,"" stars as a young man with a movie idea for his filmmaker friend (Fele Martínez). It's the story of his own sexual abuse by a Roman Catholic priest (Daniel Giménez Cacho). But a story can be told in more than one way. And people can seem so different at times."
entertainment,"EVEN Anne Rice, who wrote the novel and wasn't crazy about the casting, had to admit that the film version of INTERVIEW WITH THE VAMPIRE (1994) turned out beautifully, thanks to the director, Neil Jordan, and the gorgeous nighttime cinematography by Philippe Rousselot. Tom Cruise is both darkly seductive and thrillingly funny as Lestat, a vampire with a past. Brad Pitt is gorgeous and tortured as Louis, his unwilling partner in crime. And Kirsten Dunst, just 12 at the time, is enchanting as the littlest of the undead, a plague victim whom Lestat and Louis snatch from the jaws of death in New Orleans and condemn to eternal childhood. And the final scene, as Mr. Cruise drives away from San Francisco, with the top down, the radio blaring, his lace cuffs fluttering in the breeze, is worth watching again and again - Tuesday at 8 p.m. on Cinemax."
entertainment,"Of all the record labels in the history of rock music, a few have become mythic: Sun for rockabilly, Chess for the blues, Stax-Volt for Southern soul. But none have quite the luster of Motown Records, the company founded by Berry Gordy Jr. in Detroit. When young moguls talk about starting a label, they say they aspire to be ''the next Motown''; when baby boomers want to jump-start a party, they put on Stevie Wonder's ''Uptight'' or Martha and the Vandellas' ''Dancing in the Street.'' Motown in its glory years, from the early 1960's through the mid-70's, was not only the ''hit factory'' that Mr. Gordy envisioned, but also the symbol of an American dream: harmony, both musical and racial, forged through inspiration and hard work."
entertainment," Early in ""L'Avventura,"" Michelangelo Antonioni's still-powerful 1959 study of alienation among the affluent, the presumed heroine (Lea Massari) disappears on a boating trip; during the rest of the film, her lover (Gabriele Ferzetti) and her best friend (Monica Vitti) gradually become intimate even as they (and we) realize they will never find her. "
entertainment,"Why wait to see ""Martha Stewart the Musical""? It's playing right now at Upstairs at Studio 54, where a neurotic Liza Minnelli is singing atop a bar, Barbra Streisand is waxing lyrical about politics and a pneumatic Anna Nicole Smith is making a spectacle of herself."
entertainment,"THE first time you see Helen Hunt as Carol, the frazzled waitress and single mother in ''As Good as It Gets,'' one thing is clear: this is not Jamie Buchman. Jamie, the casually chic urban professional that Ms. Hunt plays on the NBC sitcom ''Mad About You,'' would not be caught dead in that dismal Brooklyn apartment, for one thing, or in most of Carol's clothes. And she would never have the nerve to tell off Jack Nicholson."
health," To their surprise, scientists have found a genetic link between three common autoimmune diseases: psoriasis, rheumatoid arthritis and systemic lupus erythematosus. "
health," The Food and Drug Administration has told Barr Laboratories, the marketer of a so-called morning-after pill, that it is delaying its decision on whether to allow the drug to be sold over the counter. "
health,"NOT for everyone, the glorious and languorous days of summer. O.K., I will admit upfront that I love the heat, but I am not without empathy for those who wilt in it."
health," HONG KONG, May 20 — China and Hong Kong announced the lowest levels of new SARS infections today since daily reporting on the outbreak began weeks ago. "
health," ALIGN=""right"" WIDTH=""206"" BORDER=0 HSPACE=3 VSPACE=3> At Tibetan-Buddhist Om Yoga center, bowls of water symbolize abundance, while three candles represent the Buddha, his teachings (dharma) and the practitioners (sangha). (Rebecca Cooney for New York Today) "
health," The first study to compare two powerful cholesterol-lowering drugs head-to-head in coronary artery disease finds one clearly superior. Patients taking the highest available dose of pravastatin, or Pravachol, made by Bristol-Myers Squibb, had slowly progressing atherosclerosis over an 18-month period. But the disease was halted in those who took the highest dose of atorvastatin, or Lipitor, the drug made by Pfizer. "
health," TRENTON, Oct. 21 — Equine encephalitis has been diagnosed in a 2-year-old girl in Burlington County, state officials said today, the first time in nearly 20 years that the dangerous, mosquito-borne disease has afflicted a person in New Jersey. "
health," SCAN the covers of men's health and fitness magazines and you'll see a lot of provocative headlines like ""Nuke Your Gut,"" ""Amazing Abs in Minutes!,"" ""Instant Sex"" and ""Testosterone — Top Off Your Tank Naturally."" "
health, DNA dragnets occur when people who belong to a group that had the opportunity to commit a crime — like workers in a hospital where a patient was raped — are asked to submit DNA samples to be compared with crime scene evidence. There is much debate on how broad a group should be asked for samples. Gale Scott discussed DNA dragnets with a forensic scientist and a professor of medical ethics. These are edited excerpts from those interviews. 
health," TRENTON, Oct. 21 — Equine encephalitis has been diagnosed in a 2-year-old girl in Burlington County, state officials said today, the first time in nearly 20 years that the dangerous, mosquito-borne disease has afflicted a person in New Jersey. "
politics,"The last time Sarah Palin and Donald Trump shared a stage together, the former Alaska governor gave a meandering endorsement speech that displayed her inventiveness with the English language — and her instinctive connection to the Republican base."
politics,"Adam: Well, Shane, that was unlike any convention I have ever been to. Or, rather, not been to. Starting with Eva Longoria as the host — is that even the right word? She was more than just a host — and ending with Michelle Obama showing you can do a major convention speech without an audience. A lot to digest there, including the fact that we saw the candidate on Night 1. How do you think it went?"
politics,The following is the full text of President Obama’s victory speech on Wednesday (Transcript courtesy of the Federal News Service). 
politics,"For all their bluster, nobody in Donald J. Trump’s political inner circle actually thinks a criminal conviction will help him with the independent voters and suburban women who lost him the presidency in 2020."
politics,The granddaughter of President Franklin D. Roosevelt assailed Donald J. Trump on Thursday for citing internment camps set up by the Roosevelt administration in defending his proposal to ban foreign Muslims from entering the United States.
politics,"Gov. Gretchen Whitmer, a Democrat who stood up to former President Donald J. Trump and was once considered one of the most endangered governors in this year’s elections, won a tough race for re-election in Michigan, according to The Associated Press."
politics,"From the ongoing government shutdown to foreign policy changes in the Middle East, it’s been a busy week in American politics. Here are some of the biggest stories you might have missed (and some links if you’d like to read further)."
politics,"Registered lobbyists raised more money for the Democrat Hillary Clinton than for any other presidential candidate of either party during the three months ending in December, according to reports filed with the Federal Election Commission."
politics,"Robert F. Kennedy Jr.’s running mate, the Silicon Valley investor Nicole Shanahan, said on Wednesday night that she had given another $8 million to their independent presidential campaign as it carries out the expensive endeavor of gaining ballot access across the country and tries to propel Mr. Kennedy onto debate stages."
politics,Good Friday morning. Here are some of the stories making news in Washington and politics today.
politics,"After Donald J. Trump opened a line of attack on Hillary and Bill Clinton over the former president’s conduct toward women, Mrs. Clinton made clear on Monday that she did not intend to argue with Mr. Trump over the subject."
politics,"By any conventional measure, David McCormick’s pedigree is impressive."
