category,description
entertainment,"When Gia Carangi came to New York City in the late 1970's to find work as a fashion model, the most successful women in her field were blond, cheerful, healthy-looking cover girls like Christie Brinkley, Kim Alexis and Cheryl Tiegs. But Gia, as she was known in the business, was strikingly different: dark-haired, Italian, with stormy eyes and a personality to match."
politics,[Update: Trump abruptly cancels Republican Convention in Jacksonville.]
politics,"The Donald J. Trump who emerged from a drab courtroom in Lower Manhattan yesterday afternoon did so glumly, shuffling into the hallway to speak for less than two minutes. He seemed, like much of the nation, to be still absorbing the gut punch of his conviction on 34 felony charges."
politics,"So, when are you getting out?"
politics,The city of Tampa will be the center of the presidential election universe on Thursday when President Trump and former Vice President Joseph R. Biden Jr. visit the crucial battleground state of Florida.
politics,"Jenny Medina: Well, there is a lot to digest. Thursday was perhaps the most polished night of the Republican convention, but the slickness was mostly used for elaborate attacks against Democrats — including some who aren’t even on the ballot this year. (Hello, bipartisan punching bag Mayor Bill de Blasio.) Of course, this is President Trump’s party. And if there were any chance you might forget that, his hourlong speech followed by a massive fireworks display — complete with “TRUMP 2020” spelled out in fireworks — was there to remind you."
politics,"For a fourth and final night, thousands of Republican delegates, donors and party leaders crowded into the Fiserv Forum in Milwaukee to celebrate former President Donald J. Trump’s campaign to return to the White House."
politics,"Abortion rights — and the C.F.P.B. — make it out of the Supreme Court alive, while Trump’s “hateful” language gets the boot on social media platforms. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
politics,"It was, for 57 minutes, a glimpse into a post-Trump Republican Party."
politics,"A union representing tens of thousands of New York City police officers endorsed President Trump for re-election on Friday, citing what leaders said was Mr. Trump’s defense of the authorities and concern for public safety at a time they said their members have been “under attack.”"
politics,Five hours of debating over two nights. A widening rift between the party’s populist and centrist wings. Strong messages from the race’s leading progressives. A shaky front-runner.
economy,"IF Timothy Fink has a pet peeve about running a pipe organ company, it is spending tens of thousands of dollars to train employees only to have them leave. That, and being greeted by church secretaries with, ''the piano man is here.''"
economy,"HONG KONG — Fosun International, the Chinese conglomerate, said on Friday that it planned to raise up to 11.7 billion Hong Kong dollars, or $1.5 billion, by issuing rights shares to pay for deals in the banking and insurance industry."
economy,"STEVEN GILLIATT, president of G2 Worldwide, a leading brand development and design consulting company in New York, recently had an up-close-and-personal demonstration of the increasing power of eye appeal in retailing."
economy,"Simon Property Group is putting its hostile tendencies to the test again. Frustrated by being ignored in private negotiations, the biggest shopping center owner in the United States announced to the public its $22 billion offer to buy rival Macerich Company. Simon has used similar tactics before with mixed results. Real estate tends to require some aggression, but it can backfire."
economy,A New York hedge fund that is suing Argentina over its debt is moving swiftly to try to stamp out any effort by the country to issue new bonds in international markets.
economy,"I was 22 years old, starting my first job out of college and at lunch with my boss, John W. Rogers Jr., the founder and chief executive of Ariel Investments. I hung on John’s every word, filing away his every utterance. "
economy,A $15 billion technology M.&A. spree is a poor fix for limp sales.
economy,"Polypore International, a specialty manufacturer in North Carolina, agreed on Monday to sell its battery business to the Asahi Kasei Corporation of Japan and its filtration business to 3M in related transactions."
economy,Insurance companies just get can’t enough for their money these days. Interest rates are at all-time lows and even the United States stock markets haven’t mustered much steam.
economy,"JENNIFER GORDON, a handbag designer in Chicago, thought it would be easy to promote her business through an e-mailed newsletter. But her first try was a bust."
entertainment," KAATERSKILL FALLS ""Knife in the Water"" moves to the Catskills. In this low-budget, Americanized version of Roman Polanski's 1962 thriller, a Manhattan couple heading out on a country weekend pick up a young hitchhiker who ends up spending the night with them. The three are soon faced with a harrowing moral quandary. Josh Apter and Peter Olsen directed. June 5. "
entertainment,"A SEMICLASSIC drama about two Western drifters, a tale of a Broadway actor taken over by a Shakespearean role, Fellini's memorable story of a tragic prostitute and a superb boxing drama highlight the film selections on television this week."
entertainment," 'm pulling Mia,"" said Frank Sinatra. In the late 1960's Robert Evans was head of Paramount and supervising movies like ""Barefoot in the Park,"" ""The Odd Couple"" and ""Rosemary's Baby,"" directed by Roman Polanski. As Mr. Evans tells the story in the documentary ""The Kid Stays in the Picture,"" released this week on DVD and VHS by Warner, Mr. Polanski worked slowly enough to agitate Gulf & Western Industries, which then owned Paramount. "
entertainment,"MARK RUSSELL was quick with advice for a fellow who mentioned that he was about to go on jury duty. ''Wear a bow tie,'' Mr. Russell said. ''They'll excuse you. Guaranteed. It works for me every time.''"
entertainment,"MORE than 50 years after he was created, Astro Boy, the spunky, atomic-powered robot, is once again caught up in some high-flying adventures as the star of his own animated series, shown every Saturday morning at 8:30 as part of Kids' WB programming block on Channel 11."
entertainment,"VARIETY spices the television film menu this week with vintage features including an American literary classic, a prequel from the stage, a delightful portrait of a young woman of the 1920's and a revamp of a Broadway musical."
entertainment," Don't bother poking the menu key on a new DVD edition of Christopher Nolan's ""Memento,"" released this week by Columbia TriStar. Neither of the two discs has a menu, or one that lists features in standard fashion. Instead, one gets to the contents through a ""mental health battery,"" or series of questions and exercises to measure contextual retention, comprehension skills and the like. Respond the right way, and you will find the feature you seek. Answer another way, and you won't. "
entertainment,"JOHN WATERS must have been in a great mood when he made his musical CRY-BABY (1990), because it's brimming with good cheer. Cry-Baby Walker (Johnny Depp), class of 1954, loves being a dreamy juvenile delinquent. Allison Vernon-Williams (Amy Locane) is thrilled to be rescued from her ponytail, pearl and prom-dress life -- by Cry-Baby. Highlights include Allison's makeover (a tribute to Olivia Newton-John's in ''Grease''), Mr. Depp's fine Elvis impersonation in the big ''Jailhouse Rock''-inspired number and Mr. Waters's swell ensemble cast, including Polly Bergen, Iggy Pop, Ricki Lake, Troy Donahue, Mink Stole and, as the school crossing guard, Patty Hearst -- Friday at 9 p.m. and Friday/Early Saturday at 1 a.m. on WE."
entertainment,"IN the world of FAR FROM HEAVEN (2002), Todd Haynes's lush tribute to 1950's ''women's movies,'' the fall foliage complements the women's color-coordinated hats, dresses, shoes and bags; the suburban wives have daiquiris at lunch; a local society newspaper can praise a woman for her ''kindness to Negroes''; and Elmer Bernstein's music swells whenever the family station wagon has somewhere important to go. Julianne Moore and Dennis Quaid play Cathy and Frank Whitaker, a picture-perfect Connecticut couple whose lives change when Cathy learns about Frank's secret forays into homosexuality. ''I promise you, Dr. Bowman,'' Frank tells his newly hired psychiatrist, ''I am going to beat this thing.'' Dennis Haysbert is the black gardener Kathy confides in. Patricia Clarkson is great as Cathy's best friend, who will stand by her through anything. Up to a point -- Saturday at 9 p.m. on Starz."
entertainment,"Edie Falco wants to clear up a few misconceptions: She is not Carmela, the sharp-tongued suburban Mafia wife she portrays in HBO's mob hit, ''The Sopranos.'' Nor is she Terry, the hard-drinking jazz musician's wife in the Tony Award-winning Broadway play ''Side Man.'' And forget about Diane, the morally challenged correctional officer in HBO's prison series ''Oz.'' She's not even close."
politics,"The aggressive fund-raising tactics that former President Donald J. Trump deployed late in last year’s presidential campaign have continued to spur an avalanche of refunds into 2021, with Mr. Trump, the Republican Party and their shared accounts returning $12.8 million to donors in the first six months of the year, newly released federal records show."
politics,"The Philadelphia radio station WURD has parted ways with a host who interviewed President Biden on Wednesday using questions provided to her by the Biden campaign, after the station said the interview violated its journalistic independence."
politics,"Fauci smarts over a Trump ad as voters surge to the polls in Georgia. It’s Tuesday, and this is your politics tip sheet. Sign up here to get On Politics in your inbox every weekday."
politics,Two Black Republican House members and Trump surrogates reserved a cigar bar near downtown Philadelphia last week and invited conservative organizers and Trump-curious Black voters to smoke and sip cognac.
politics,"WASHINGTON — When Joseph R. Biden Jr. was Barack Obama’s vice president, their administration brokered the landmark Paris climate accord and imposed the nation’s first federal regulations for cutting carbon dioxide emissions."
politics,"It’s been a little over a month since Joseph R. Biden Jr. became the presumptive Democratic presidential nominee, and what a month it’s been."
politics,"The Tuesday night speaking lineup for the Democratic convention was always intended as a muscular contrast on foreign policy and diplomatic integrity, presented to viewers under the evening’s unsubtle theme: “Leadership Matters.”"
politics,"LONG BEACH, Calif. — The crowded Democratic field of presidential candidates grappled with President Barack Obama’s advice and legacy on Saturday, the day after the former president sounded an unusual public warning about moving too far left in the primary race."
politics,Update: Steve King was removed from his committee assignments over the comments made in this article. 
politics,"Cedric Richmond, a senior adviser to President Biden, is expected to step down from his position next month, becoming one of the first senior White House aides to leave the administration as Democrats brace for a difficult midterm election."
economy,"Sir Isaac Newton’s third law of motion was that “for every action there is an equal and opposite reaction.” The response from Congress to an appeals court decision in United States v. Newman, which overturned the insider trading convictions of two hedge fund managers, is perhaps more an overreaction."
economy,LOOKING for some thong underwear or perhaps a leather jacket and don't know where to find them? Try logging on to a restaurant Web site.
economy,WAS the rice pudding a front? Perhaps. Was the dessert a passion? Absolutely.
economy,"A chart last Sunday with the Portfolios, Etc., column, about stock volatility, misstated the 2005 performance of several stocks through Wednesday, April 27. A corrected version appears today, on Page 10."
economy,"DEALING with a corporate giant can be a piece of cake for a small business. For instance, the behemoth may come asking for help with a problem and, once it is solved, allow the small business to license the same solution to the larger company's competitors."
economy,"IEX, the upstart stock-trading platform that rocketed to prominence last year after being featured in the Michael Lewis book “Flash Boys,” has hired a former New York Stock Exchange official as it seeks to become a full-fledged stock exchange."
economy,"JPMorgan Chase delivered stronger-than-expected first-quarter results on Tuesday, thanks to a rebound in some of the big businesses that had been lagging and fueling criticism of the company."
economy,"THERE is little official evidence to go by, but the anecdotes are pouring in: across the country, more young black professionals are stepping off the corporate ladder to become entrepreneurs. Joining a big company used to be perceived as the surest route to material success by many black professionals, but lately, owning a business has become as attractive, or more so."
economy,"HONG KONG — China’s State Power Investment Corporation agreed on Wednesday to buy Pacific Hydro, a renewable energy company, from the Australian pension fund IFM Investors for an undisclosed price."
economy,"With the 2008 collapse still visible in many investors’ rearview mirrors, it is often hard to make a case for real estate. "
entertainment,"THIS is a good week to have a premium-cable package. Three of last year's big Oscar contenders are having their premieres on premium channels. The most important is LOST IN TRANSLATION (2003), Sofia Coppola's brilliant, off-center comic drama about two Americans who make an unexpected emotional connection at a Tokyo hotel. The man (Bill Murray) is a middle-aged actor who's in Japan to make a whiskey commercial. He can't understand a word his director is saying, and the interpreter tends to translate long, rambling speeches into one sentence. The much younger woman (Scarlett Johansson) is accompanying her husband, a photographer, who has no time for her, leaving her to stare out her spectacular wall-to-wall hotel room window. Sean Penn, who won last year's best actor Oscar, was excellent in ''Mystic River,'' but Mr. Murray was robbed -- Saturday at 9 p.m. and Saturday/Early Sunday at 3:45 a.m. on Starz."
entertainment,"THE Fox comedy series ''Oliver Beene'' is a throwback in almost every way. Set in the 1960's, it is flavored with period references to everything from bomb shelters to the new host of ''The Tonight Show,'' Johnny Carson. It also pays homage to sitcom classics like ''Leave It to Beaver'' and ''The Wonder Years.'' But that is not why ''Oliver Beene'' seems to be flouting the current tendency of network television toward the contemporary and hip. The most daringly backward step for this show, which has its premiere on Fox tonight at 8:30, may simply be that it is, in fact, a situation comedy."
entertainment,"There are definite signs this fall that children's television may be improving. Though the change may well be prompted by fear of new rules on children's fare proposed by the F.C.C., even syndicators are picking up their game in the children's area."
entertainment,"CHOOSING a favorite scene from LOVELY AND AMAZING (2001) is tough -- so many are so painfully true. Some people like the one in which Emily Mortimer stands stark naked and asks her one-afternoon-stand to criticize every aspect of her face and body, please --and he actually does it. I'm taken with Catherine Keener and her husband discussing the frequency of their lovemaking while never taking their eyes off a ''Deputy Dawg'' cartoon on TV. And everyone agrees that Raven Goodwin is astonishing in every one of her scenes. Playing the youngest of the three sisters, she is adopted, black and, at age 8, already plagued by hairstyle insecurities and body-image issues. This absurdist drama -- written and directed by Nicole Holofcener, who did ''Walking and Talking'' -- stars Brenda Blethyn as the sisters' mother, who goes into the hospital for a little abdominal liposuction and ends up at death's door -- Friday at 7 p.m. on Cinemax."
entertainment,"THE STEPFORD WIVES (2004) Saturday at 8 p.m. on Showtime. In Frank Oz's reinterpretation of the 1975 ""Stepford Wives"" (based on Ira Levin's novel), the houses are bigger, the sex is louder, and the men's association is run by Christopher Walken. Nicole Kidman (above) plays a television network president who is fired, has a nervous breakdown, undergoes electroshock therapy and agrees to move with her husband (Matthew Broderick) to a manicured Connecticut town that time and feminism forgot. The uniformly subservient wives, who exercise in dresses and high heels, aren't just turned into basic robots in this likeably camp version; they also have ATM's built into their heads. Don't even ask what the town does to gay men."
entertainment,"Amanda Tapping has been called upon to do a lot of things in almost 10 years as one of the stars of ""Stargate SG-1,"" but perhaps the most memorable, she said, was the time the plot called for her character, the astrophysicist Samantha Carter, to be stuck on a glacier with another main character, Maj. Gen. Jack O'Neill."
entertainment,"IN two proud respects, the television science program ''Nova'' has outlived and contradicted its name."
entertainment,"If college football's New Bowl Order confuses you, here's some help: CBS, not NBC, will show the Fiesta Bowl, which is now sponsored by Tostitos, not I.B.M. OS/2. The Orange Bowl has also made the shift from NBC to CBS, but Federal Express is still the Miami game's sponsor. ABC continues to telecast the Sugar Bowl, but Nokia, the Finnish cellularphone maker, is its corporate backer, not U.S.F. & G. Insurance."
entertainment,"MILLION DOLLAR BABY (2004) Saturday at 8:30 p.m. and Saturday/Early Sunday at 4:10 a.m. on HBO. It won the Oscars for best actress (Hilary Swank, her second in this category), best supporting actor (Morgan Freeman), best director (Clint Eastwood, above, with Ms. Swank) and best picture. This is just an old-fashioned boxing movie about a talented young fighter with superhuman determination and a crusty old trainer with better things to do. But there are a few significant differences: The young boxer is a woman. The plot forces audiences to face the existence of random tragedy. And the ending turns into a comment on a controversial social issue. Whose life is it anyway?"
politics,Good Tuesday morning. Here are some of the stories making news in Washington and politics today.
politics,"Good Monday morning from Washington, where the Senate is considering defunding Planned Parenthood and where President Obama will articulate a new climate change plan that is sure to spur discussion on the campaign trail. This week, the trail leads past one of its first significant markers, the initial Republican debate. But first …"
politics,"COUNCIL BLUFFS, Iowa — Senator Elizabeth Warren hit the presidential campaign trail in southwestern Iowa on Friday evening, making her the first declared major candidate to host an event in the pivotal state and kicking off a Democratic primary season that promises to dominate the coming year."
politics,"After years of flirting with financial disaster, the Democratic Party entered 2021 not only in control of the White House, the House and the Senate but with more money in the bank than ever before at the start of a political cycle."
politics,"Former President Donald J. Trump is sharpening his attacks on the independent presidential candidate Robert F. Kennedy Jr., as new polls show an overlap between their core supporters."
politics,"For much of 2020, Al Gross’s Senate campaign in Alaska has proceeded as something of an afterthought for most Democrats, a distant contest that was off the radar in terms of determining control of the U.S. Senate. After all, Mr. Gross is not even technically running as a Democrat, an affiliation that might doom him in a conservative state."
politics,"CHARLESTON, S.C. — Representative Nancy Mace, a Republican who clashed with former President Donald J. Trump after the Jan. 6 attack, fended off a primary challenge on Tuesday from Katie Arrington, a former state representative who had Mr. Trump’s backing. The race was called by The Associated Press."
politics,"Donald J. Trump often excoriates the news media, calling reporters dishonest or disgusting."
politics,"While Gov. Ron DeSantis was laying the groundwork for his presidential campaign, an endeavor that frequently involved out-of-state trips with his Florida taxpayer-funded protective detail in tow, his security and travel expenses rose by nearly 70 percent in the past year."
politics,"In March 2015, the Republican National Committee held a donor retreat in Boca Raton, Fla. The belle of the ball was a Republican governor with a penchant for owning the libs, delighting Fox News and playing bare-knuckle politics."
economy,"Do venture capitalists and other highly sophisticated and compensated investors, like those controlling large private equity and hedge funds, have any moral or ethical responsibility for the investments they make?"
economy,"McGregor Inc., a clothing marketer owned by the Rapid-American Corporation, yesterday entered the bidding for Faberge Inc., the fragrance and shampoo maker, offering almost $180 million against an earlier bidder's $169 million."
economy,David Zaring is associate professor of legal studies at the Wharton School at the University of Pennsylvania.
economy,"U GOTTA FEEL ME -- Lil' Flip. (Sony Urban/Sucka Free/Columbia, $13.98.) This rapper had one of this summer's biggest hits with the unexpectedly sweet love song ""Sunshine."" (""I'll treat you like milk/I'll do nothing but spoil you."") You can find it on this double CD, an introduction to the woozy, witty world of Houston hip-hop. KELEFA SANNEH"
economy,"TOKYO — Dell has agreed to sell its Perot Systems subsidiary, which provides information technology services to hospitals and governments, to the Japanese technology company NTT Data for almost $3.1 billion, NTT Data said in a regulatory filing on Monday."
economy,"CONGRATULATIONS! You've worked hard, built a nest egg and you're retiring to Hilton Head to golf. Isn't that the American dream? Not for everyone. Here are three accounts of people, with all the comforts, setting out on what might be called vanity ventures."
economy,"WASHINGTON - WHEN Marsha Serlin began picking up scrap metal off the street and selling it in 1978, she was the rare -- if not the only -- woman in Chicago's scrap metal recycling business."
economy,"FOUR years after Sept. 11, small businesses in Lower Manhattan have advice for their counterparts struggling to recover from Hurricane Katrina: hang tough but act fast."
economy,"PHILADELPHIA - MATT HEITMANN encountered frustration in the software consulting business, yet he endured his most teeth-gnashing experiences when he tried to outfit himself for the amateur bike racing that he loves."
economy,"In a world of negative interest rates, it certainly pays to be a borrower, Shakespeare’s concerns notwithstanding."
entertainment,"For bubbly nostalgia - to escape the sex and gore - try THE LADY EVE (1941), from the director Preston Sturges at the eve of World War II. Snugly pairing Barbara Stanwyck as a card sharp and Henry Fonda as a rich dimwit, the picture has rakish style the Sturges way. ""My snakes are my life,"" declares Fonda (an anthropologist). ""What a life,"" drawls Stanwyck. Charles Coburn scores as her crusty con-artist dad. So does their pal, Eric Blore, in a delicious racetrack musing on how Long Island society ""laps up titles like whipped cream."" To start ""Eve,"" Sturges has a bright-eyed cartoon snake - like an Eden fugitive - coyly slithering through the credits. Come right in - THURSDAY at 1 P.M. on AMC."
entertainment,"Gene Wilder had just finished filming his new movie's climactic scene, a dramatic moment that required him to catch a swooning actor and drop to his knees. It took several takes, and when he finally was done, he left the set, eased himself into a chair, rolled up his pants legs and yanked hard."
entertainment,"So you've seen ""The King and I"" and who hasn't? Now try the source - Wednesday at 1:45 P.M. and Wed./Thur. at 3:45 A.M. on AMC. John Cromwell's artistic black-and-white drama, ""Anna and the King of Siam"" (1946), from a fact-based book by Margaret Landon, is a delightful vehicle for Rex Harrison and Irene Dunne. There's one stark touch: the runaway lovers are burned; Anna paces her room as flames light the window. But it's a fine yarn, even without those songs. Howard Thompson"
entertainment,"HURTLING into the 21st century, Americans like to think that they have more entertainment choices than any people in human history. A world-dominating film industry churns out hundreds of motion pictures every year. Cable channels too numerous to count operate around the clock to satisfy every possible whim. So where's the singing-duck act?"
entertainment,"Meg Murry was a lonely, brooding teenager when she first met the mysterious Mrs. Whatsit, an otherworldly being who materialized in her family's kitchen for a midnight snack."
entertainment,"WESTERNS took a turn for the psychological when Henry King made THE GUNFIGHTER (1950). Gregory Peck is at his finest as the laconic Jimmy Ringo in this grim, gripping, poignant story that reworks and deepens the familiar tale of an aging top gun who yearns to hang up his pistol. But young punks can't resist literally taking a shot at a man weary of gunplay, haunted by his past, all too aware that time is running out and seeking only to be reunited with his little boy. The screenplay by Andre de Toth and William Bowers earned an Academy Award nomination - Friday at noon on AMC."
entertainment," More than 200 theatrical companies, ranging from the dreadful to the inspired, are performing at the New York International Fringe Festival through Aug. 29. A complete listing of performances and locations is at www.fringenyc.org, or available by calling (212) 279-4488 in New York or (888) FringeNYC out of town. "
entertainment,"ALFIE (2004) Saturday at 6:10 p.m. and Saturday/Early Sunday at 3:30 a.m. on Showtime For heart and poignancy, this remake can't stand up to the 1966 original with Michael Caine as London's original swinging bachelor. And why move the story to New York? But casting Jude Law (left) makes up for a lot. Mr. Law is seductive as the handsome limousine driver who flits from woman to woman (among them, Marisa Tomei, Jane Krakowski and Sienna Miller), carefully avoiding commitment and meaning. The screenplay by Charles Shyer (who also directed) and Elaine Pope pulls off a neat trick: it finds an irreversible sexual betrayal that is as devastating to a 21st-century bachelor as that half-seen abortion was to Mr. Caine's Alfie. The depiction of older women is encouraging too. In the original, Shelley Winters seemed ridiculous; in this version, Susan Sarandon sizzles."
entertainment,"Arthur the amiable aardvark returns to PBS for his fifth season with 10 new episodes, starting tomorrow at 8 a.m. In the season premiere, ''Arthur and the Big Riddle,'' Alex Trebek of ''Jeopardy'' lends his voice to Alex Lebek, host of Elwood City's new game show, ''RiddleQuest.'' Arthur's big question: ''Is winning really everything?''"
entertainment,"This week's episodes of ''Dragon Tales'' (Monday through Friday at 9 a.m. on Channel 13) focus on Cassie, shown here with her friend Emmy."
politics,The first Generation Z member of Congress. The nation’s first openly lesbian governors. The first Black governor of Maryland.
politics,"As returns came in on election night in Florida in 2018, the Republicans running for governor and the Senate took narrow leads in races that were too close to call."
politics,"COMMERCE, Ga., — When Donald Trump recruited David Perdue to run for governor of Georgia, Mr. Trump’s allies boasted that his endorsement alone would shoot Mr. Perdue ahead of the incumbent Republican governor, Brian Kemp. Georgia Republicans braced for an epic clash, fueled by the former president’s personal vendetta against Mr. Kemp, that would divide the party."
politics,"Here are the evening schedules of the presidential and vice-presidential candidates for Friday, Sept. 18. All times are Eastern time."
politics,"Turbulence has trailed the Republican Party ever since Donald J. Trump’s rise. This week, that chaos looked like an organizing principle."
politics,He tends to meander and misspeak. She once won a college debate scholarship.
politics,[Read more on Joe Biden’s president-elect acceptance speech.]
politics,"At last, Scott Walker is taking concrete steps toward his presidential candidacy."
politics,"In Puerto Rico, several high-ranking politicians contracted the coronavirus after attending indoor campaign events, offering a cautionary tale for the Republican convention and future campaign stops."
politics,"President Trump and Senator Lindsey Graham have established clear but not overwhelming advantages in South Carolina, a heavily Republican state that is showing signs of competitiveness this year, according to a new New York Times/Siena College poll."
economy,What can big business learn from small business? Here are views of small-business operators on big companies. BRIAN ALEXANDER
economy,"RANDOLPH, Vt. - AFTER three years of riding the Internet to steadily climbing sales, Eric Truran decided to use the Web to move his small manufacturing business, CourierWare, in another direction. He wanted it to shrink."
economy,"ALL-TERRAIN AM/FM RADIO -- has two three-inch full-range speakers and rubber-bumper protection for use even in extreme weather conditions, $100. At brookstone.com, (800) 846-3000 or (866) 576-7337. SUZANNE HAMLIN"
economy,"While being the sole owner of an entire island has snob appeal, buying private property on an established populated island might be even more appealing. It requires far less spadework and can offer the superrich precisely the slice of paradise they are seeking. "
economy,"FOR comic-book readers, Christmas comes every Wednesday. That is the day new issues arrive in stores. Whether you are a fan of superhero titles starring the Teen Titans or the Young Avengers, or independent books like ""The Walking Dead,"" this day is when aficionados line up to get their latest comics fix."
economy,FLOYD HALL
economy,"Aspartame, the new low-calorie sweetener, has opened up a vast new consumer market."
economy,"IN March 2000, it took only 10 days for Thomas E. Rowley, a Silicon Valley entrepreneur for more than two decades, to raise $27 million for Counterpane Internet Security, his eighth start-up company. Mr. Rowley's next round of financing was completed in January 2003 -- after eight months and 102 pitches that raised $20 million."
economy,"WITH the holiday season bearing down fast upon us, it's time to socialize, indulge -- and shop. And that means the annual hunt for the perfect gift, a prospect that makes some of us break out in a cold sweat."
economy,Hong Kong — Comcast said on Monday that it had reached an agreement to buy 51 percent of Universal Studios Japan for 183 billion yen.
entertainment,Correction Appended
entertainment,"PEOPLE seem to remember three things about ATLANTIC CITY (1980). Susan Sarandon stroking her arms, shoulders and cleavage with lemon juice at her kitchen window. Burt Lanaster's comment ''The Atlantic Ocean was something then.'' And the fact that this very American story, about a resort town in painful transition, was directed by a Frenchman, Louis Malle. Not everyone remembers, however, that it was written by John Guare, before he became a star playwright with ''The House of Blue Leaves'' and ''Six Degrees of Separation.'' Ms. Sarandon plays a young woman from Moose Jaw, Saskatchewan, working at a sushi bar at one of the new casinos, attending dealer school and studying French, with a dream of working in Monte Carlo someday. Lancaster, 67 and white-haired, plays a criminal whose exploits in the old days weren't nearly as glamorous as he pretends. Gun in hand, he finally does something he always dreamed of - Saturday at 2 p.m. on Channel 9."
entertainment,"IN the religion of cartoon watching, there will always be Saturday morning, that holy time when children in bathrobes eat Sugar Pops 12 inches from the television screen and watch Bugs and Elmer stalk each other with hatchets."
entertainment,"TWO restless young men hop in their car and hit the highway, encountering new adventures and quirky characters at various colorful pit stops along the way. Sound familiar? If you're of a certain age, what may come to mind is ''Route 66,'' the early 1960's television series starring Martin Milner and George Maharis as free spirits tooling down the Interstate in a Corvette."
entertainment,"PLAYING the Marquis de Sade has to be an emotional high for an actor, and Geoffrey Rush revels in the challenge in Philip Kaufman's harrowing drama QUILLS (2000). Joaquin Phoenix is the abbé in charge of Sade at Charenton Asylum, and he does not approve of his prisoner's literary work (''It's nothing but an encyclopedia of perversions''). Michael Caine, the new doctor sent to advise the abbé, is busy locking up his new under-age wife (Amelia Warner), fresh from the convent (''She is a rare bird; I intend to keep her cared''). Kate Winslet is the chambermaid who's sneaking the marquis's new work, page by page, to his publisher. This is a wrenchingly violent film, but not in the usual ways -- Tuesday at 7:45 p.m on Cinemax."
entertainment,"When Warren Beatty won the best director Oscar for REDS (1981), none other than Orson Welles stood onstage and praised him. A lot of people had been comparing Mr. Beatty's film to Welles's ''Citizen Kane,'' and the older man just wanted to say that he'd be honored to have his work compared to ''Reds.'' Beatty's thrilling epic is about the Bolshevik Revolution as seen through the eyes of the idealistic, eventually disillusioned young writer John Reed (Beatty) and Louise Bryant (Diane Keaton), the woman he loves but frequently leaves. It's also a smart, funny portrait of optimistic young bohemians in New York not long after the turn of the last century. Jack Nicholson is unforgettable as Eugene O'Neill, particularly in his scenes with Ms. Keaton. And Maureen Stapleton received the best supporting actress Oscar as the antiwar activist Emma Goldman, holding on to her dream -- Thursday at 8 p.m., Thursday/Early Friday at 2.45 a.m. on AMC."
entertainment,"THE most spectacular moment in THE PERFECT STORM (2000) is the sight of that 90-foot wave. It's very bad news for the men on the Andrea Gail, a 72-foot swordfishing boat from Gloucester, Mass., whose catch has been light this year. The captain (George Clooney) can't afford to sit out the weather and let the fish spoil (the ice machine has just broken), so he tries to head home. The film is based on Sebastian Junger's book about tragic real-life events in October 1991 when three huge storm systems collided in the Atlantic. This film didn't receive any acting awards (although Cherry Jones is outstanding in a small part); it's about action (meteorologial) and effects. But, as others have pointed out, this is a story about fighting for your life; nuanced human interaction isn't always involved -- Saturday at 9 p.m. and Saturday/Early Sunday at 4:50 a.m. on HBO."
entertainment,"DAVE, Tim Robbins's character in MYSTIC RIVER (2003), makes the biggest mistake of his life (twice) by getting into the back seat of a car. He plays one of three boyhood friends in Boston whose lives converge again when the daughter of one of them (Sean Penn) is murdered. On the same night, Dave comes home late, telling his wife (Marcia Gay Harden) that he beat up a mugger and is afraid that he may have hurt him badly. The friends, including the policeman (Kevin Bacon) on the case, begin to suspect a connection. And that leads to tragedy. Mr. Penn and Mr. Robbins won acting Oscars; Clint Eastwood directed with dark ""Unforgiven""-style brilliance -- Saturday at 8:30 p.m. and Saturday/Early Sunday at 3:40 a.m. on HBO."
entertainment,"Thirty-five years ago, with anthems like ""If I Had a Hammer"" and ""Leaving on a Jet Plane,"" three young musicans influence music's course, and a nation's youth. PETER, PAUL AND MARY: LIFELINES on Great Performances features the trio on stage with old friends like the signers Odetta, Richie Havens and Tom Paxton, Dave Van Ronk on guitar, and the harmonica virtuoso John Sebastian."
entertainment,"MANDELA AND DE KLERK traces the career of Nelson Mandela (played by Sidney Poitier, above) from his imprisonment in 1964 for organizing the African National Congress through his election to the presidency of South Africa three decades later. The film details the inside political maneuvering between Mr. Mandela, F. W. de Klerk (Michael Caine) and the hard-liner Prime Minister P. W. Botha (portrayed with verisimilitude by Gerry Maritz).For their part in ending apartheid, Mr. Mandela and Mr. de Klerk shared the 1993 Nobel Peace Prize."
politics,Follow the latest polls in the 2024 presidential race.
politics,"MUSCATINE, Iowa — The crucible of a presidential campaign is seldom considered an asset to the health and well-being of a candidate’s family."
politics,"Welcome to Poll Watch, our weekly look at polling data and survey research on the candidates, voters and issues that will shape the 2020 election."
politics,"They are the “first in the nation” states, but for how long?"
politics,"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."
politics,Follow live results of the N.J. governor’s race. 
politics,Senator Elizabeth Warren got the question Wall Street has been whispering about since her wealth tax became popular among Democratic voters: How would she respond to critics who say that soaking the rich with more taxes will “stifle growth and investment”?
